title,number,date,tweets
makeinindia,1.08187081003653E+018,2019-01-06 11:11:15,b'RT @DIPPGOI: (3/3): The program received enthusiastic response and about 20 participants from various industries of Uttar Pradesh attended\xe2\x80\xa6'
makeinindia,1.08187079435818E+018,2019-01-06 11:11:12,"b'RT @DIPPGOI: A meeting to finalise report on the district development plan for 6 districts; Sindhudurg, Ratnagiri, Vishakhapatnam, Solan, V\xe2\x80\xa6'"
makeinindia,1.08187078751727E+018,2019-01-06 11:11:10,"b'RT @DIPPGOI: (1/5): Common Synthetic Lab and Certification Centre upgraded in Pharma Cluster Hyderabad, Telangana, under IIUS scheme has he\xe2\x80\xa6'"
makeinindia,1.0818707821528E+018,2019-01-06 11:11:09,"b'RT @DIPPGOI: (2/5): Nashik Engineering Cluster, Maharashtra has been providing Business Services through an auditorium, video conference ha\xe2\x80\xa6'"
makeinindia,1.08187077517767E+018,2019-01-06 11:11:07,"b'RT @DIPPGOI: (3/5): The number of members who are sending waste to the Treatment Storage Disposal Facility at Nimbua, Punjab, which receive\xe2\x80\xa6'"
makeinindia,1.08187077015284E+018,2019-01-06 11:11:06,"b'RT @DIPPGOI: (4/5): The Treatment Storage Disposal Facility at Nimbua, Punjab is regularly treating and disposing waste in the landfill. Ti\xe2\x80\xa6'"
makeinindia,1.08187076462894E+018,2019-01-06 11:11:05,b'RT @DIPPGOI: (5/5): The number of beneficiaries in Marathwada Auto Cluster Aurangabad have grown from 72 in the year 2012-13 to 650 in the\xe2\x80\xa6'
makeinindia,1.08187075690723E+018,2019-01-06 11:11:03,"b'RT @DoC_GoI: Between Apr-Oct 2018, exports of cotton raw including waste, cotton yarn, cotton fabrics and cotton made-ups grew by 26.01% ye\xe2\x80\xa6'"
makeinindia,1.08187074934494E+018,2019-01-06 11:11:01,"b'RT @DIPPGOI: (1/2): Shri Mahendra Singhi, Chairman National Council for Cement and Building Material (NCCBM) inaugurated the Technology Res\xe2\x80\xa6'"
makeinindia,1.08187060968724E+018,2019-01-06 11:10:28,"b'RT @DIPPGOI: (2/2): Highlighting their characteristics and utlisation/commercialization potentials, the centre prominently displays various\xe2\x80\xa6'"
makeinindia,1.08187060229265E+018,2019-01-06 11:10:26,b'RT @DIPPGOI: (1/4): #IndexofCoreIndustries #NewIndia #IndiaMeansBusiness https://t.co/HgiLOTCV1E'
makeinindia,1.08187059523364E+018,2019-01-06 11:10:24,b'RT @DIPPGOI: (2/4): #IndexofCoreIndustries #NewIndia #IndiaMeansBusiness https://t.co/EcX5h04HS3'
makeinindia,1.08187058978099E+018,2019-01-06 11:10:23,b'RT @DIPPGOI: (3/4): #IndexofCoreIndustries #NewIndia #IndiaMeansBusiness https://t.co/18oGdyGQ2Z'
makeinindia,1.08187058223969E+018,2019-01-06 11:10:21,b'RT @DIPPGOI: (4/4): #IndexofCoreIndustries #NewIndia #IndiaMeansBusiness https://t.co/F7hmfWme2U'
makeinindia,1.08187057453477E+018,2019-01-06 11:10:19,b'RT @DIPPGOI: (1/3): #WholesalePriceIndex #IndiameansBusiness #NewIndia https://t.co/V02WhJCZOQ'
makeinindia,1.08187056888497E+018,2019-01-06 11:10:18,b'RT @DIPPGOI: (2/3): #WholesalePriceIndex #IndiameansBusiness #NewIndia https://t.co/g7DC85TxQk'
makeinindia,1.08187056165407E+018,2019-01-06 11:10:16,b'RT @DIPPGOI: (3/3): #WholesalePriceIndex #IndiameansBusiness #NewIndia https://t.co/zAx7ArX5an'
makeinindia,1.08187055401205E+018,2019-01-06 11:10:14,"b'RT @DIPPGOI: (1/8): Construction progressing well at #IITVUL, an #IndustrialTownship of @dmicdc near Ujjain, MP. @DIPPGOI @alkesh12sharma @\xe2\x80\xa6'"
makeinindia,1.08187054535918E+018,2019-01-06 11:10:12,"b'RT @DIPPGOI: (2/8): Implementation activities in #VUL MP in full swing with Roads &amp; Services, #STP, #WTP nearing completion. Admin building\xe2\x80\xa6'"
makeinindia,1.0818705328434E+018,2019-01-06 11:10:09,"b'RT @DIPPGOI: (3/8): Ms Elva Du, General Manager, Forme shared her experience of land allotment with @dmicdc @iitgnl @investindia. She state\xe2\x80\xa6'"
makeinindia,1.08187052387171E+018,2019-01-06 11:10:07,b'RT @DIPPGOI: (4/8): Sh. Krishna Mohan @IndiaHaier shared his experience of land allotment in @dmicdc @iitgnl. He emphasised on the support\xe2\x80\xa6'
makeinindia,1.081870517077E+018,2019-01-06 11:10:06,b'RT @DIPPGOI: (5/8): Bitumen Concrete layer (Top layer) of road being laid at @dmicdc @iitgnl. Construction activities in full swing. @DIPPG\xe2\x80\xa6'
makeinindia,1.0818704960467E+018,2019-01-06 11:10:01,b'RT @DIPPGOI: (8/8): #GoI committed towards development of #IndustrialCorridors Project and released INR 950 cr. during FY 2018-19\n#SmartInd\xe2\x80\xa6'
makeinindia,1.08187048777133E+018,2019-01-06 11:09:59,b'RT @DIPPGOI: (6/8): .@AURICCITY with #GOI #investment of INR 1753 crores attracted industrial investment of INR 3600 crores. #SmartIndustri\xe2\x80\xa6'
makeinindia,1.0818704831912E+018,2019-01-06 11:09:58,b'RT @DIPPGOI: (7/8): .@IITGNL : Investment of Rs. 1294 crore by GoI attracted private investment of Rs. 3111 crore \n#SmartIndustrialCity @PM\xe2\x80\xa6'
makeinindia,1.08187047556591E+018,2019-01-06 11:09:56,"b'RT @startupindia: \xe2\x80\x98New India\xe2\x80\x99 recommends an AI-driven platform to show real-time availability of cargo spaces, determined by object moving\xe2\x80\xa6'"
makeinindia,1.08187046794486E+018,2019-01-06 11:09:54,b'RT @startupindia: Thank you for the tremendous response to the #EoDBGrandChallenge! We are overwhelmed with the applications received and a\xe2\x80\xa6'
makeinindia,1.08187046335214E+018,2019-01-06 11:09:53,b'RT @startupindia: We have received very unique and innovative solutions for the 7 Problem Statements in the #EoDBGrandChallenge. (The numbe\xe2\x80\xa6'
makeinindia,1.0818704541498E+018,2019-01-06 11:09:51,b'RT @DIPPGOI: (1/5): Department of Industrial Policy and Promotion is working closely with States/UTs to develop effective understanding and\xe2\x80\xa6'
makeinindia,1.08187045006039E+018,2019-01-06 11:09:50,b'RT @DIPPGOI: (2/5): Department of Industrial Policy and Promotion conducted workshops in all UTs in order to create awareness and a positiv\xe2\x80\xa6'
makeinindia,1.08187043461691E+018,2019-01-06 11:09:46,b'RT @DIPPGOI: (4/5): UTs have been very enthusiastic about stepping forward towards better regulatory environment in their respective zone o\xe2\x80\xa6'
makeinindia,1.08187042958799E+018,2019-01-06 11:09:45,b'RT @DIPPGOI: (3/5): The best performers under 2017-18 BRAP are encouraged to handhold laggard States/UTs for overall improvement in busines\xe2\x80\xa6'
makeinindia,1.08187042022633E+018,2019-01-06 11:09:43,"b'RT @DIPPGOI: (5/5): Hon\xe2\x80\x99ble Minister for Transport, Information Tech and Industries, Govt. of Puducherry, Shri M.O.H.F. Shahjahan, apprecia\xe2\x80\xa6'"
makeinindia,1.08187041323024E+018,2019-01-06 11:09:41,b'RT @startupindia: Innovators propose a GIS-based integrated platform utilizing the \xe2\x80\x98pin-drop\xe2\x80\x99. An AI-powered data engine shall aggregate &amp
makeinindia,1.08187040513935E+018,2019-01-06 11:09:39,"b""RT @DoC_GoI: Various reputed foreign retailers and brands such as Carrefour, Gap, H&amp;M, JC Penney, Levi Strauss, Macy's, Marks &amp; Spencer, Me\xe2\x80\xa6"""
makeinindia,1.08187039704019E+018,2019-01-06 11:09:37,"b'RT @startupindia: We\xe2\x80\x99ve received suggestions to build robust HRMS portals that can be run on cloud, on-premises &amp; hybrid! Centralized provi\xe2\x80\xa6'"
makeinindia,1.0818703893478E+018,2019-01-06 11:09:35,"b'RT @startupindia: ""Beyond Flipkart and Amazon, a new breed of startups is powering small sellers to ride the e-commerce wave in every corne\xe2\x80\xa6'"
makeinindia,1.08187035732016E+018,2019-01-06 11:09:28,b'RT @DoC_GoI: Mr. Ajay Sharma from @NABCB_QCI speaking on International Equivalence of Accreditation and its Benefits at the 11th Regional #\xe2\x80\xa6'
makeinindia,1.08187032457104E+018,2019-01-06 11:09:20,b'RT @sureshpprabhu: Launched very innovative #EnviorentFriendly #solar battery operated #rickshaw as part of #MakeInKonkan.Encouraged young\xe2\x80\xa6'
makeinindia,1.08186614647379E+018,2019-01-06 10:52:44,"b'#NewIndia is committed to a future driven by renewable energy. With vast coastlines, the future for offshore wind e\xe2\x80\xa6 https://t.co/KIejDZwUsD'"
makeinindia,1.08186589501264E+018,2019-01-06 10:51:44,"b'Racing towards growth\xe2\x80\x93with the 4th largest market for automobiles, India produced 25 Mn vehicles in 2016-2017 out o\xe2\x80\xa6 https://t.co/j5bCTObL5A'"
makeinindia,1.08186576020351E+018,2019-01-06 10:51:11,"b'In the span of 4 years, #NewIndia and its Aerospace and Defence sector has become a source for reliable solutions,\xe2\x80\xa6 https://t.co/AJeFa9K1YO'"
makeinindia,1.08186559545553E+018,2019-01-06 10:50:32,b'The Government of Jharkhand offers financial assistance of 50% for fixed capital investments in building and common\xe2\x80\xa6 https://t.co/orFWMFFvGs'
makeinindia,1.08186539730398E+018,2019-01-06 10:49:45,b'#NewIndia is a nation ready to prioritise renewable energy for the future. With the 6th largest installed capacity\xe2\x80\xa6 https://t.co/9uXWTSisT2'
makeinindia,1.08186475297504E+018,2019-01-06 10:47:11,b'The government has formulated National Policy on Electronics with the vision of increasing exports in the Electroni\xe2\x80\xa6 https://t.co/DJF2bzvHjI'
makeinindia,1.08186464681278E+018,2019-01-06 10:46:46,b'FDI equity inflows in the aviation sector have multiplied by 4 times (331% increase) \xe2\x80\x93 from USD 300 Mn received dur\xe2\x80\xa6 https://t.co/AvG7PHsC0Q'
makeinindia,1.0810679689083E+018,2019-01-04 06:01:03,"b""RT @DIPPGOI: (1/3): DIPP approves upgradation of 7 Footwear Design &amp; Development Institute (FDDI) centers into 'Centres for Excellence'(CoE\xe2\x80\xa6"""
makeinindia,1.08106796474335E+018,2019-01-04 06:01:02,"b""RT @DIPPGOI: Improvement in India's business environment evinced increased interest of Japanese companies in India. The number of Japanese\xe2\x80\xa6"""
makeinindia,1.08069783519081E+018,2019-01-03 05:30:16,"b""RT @startupindia: Kerala has been recognized as a 'TOP PERFORMER' in #StatesStartupRanking2018 for providing support to Startups through #S\xe2\x80\xa6"""
makeinindia,1.08069782665543E+018,2019-01-03 05:30:14,"b""RT @startupindia: Kerala has been recognized as a 'TOP PERFORMER' in the #StatesStartupRanking2018!\n\nThe State has taken several initiative\xe2\x80\xa6"""
makeinindia,1.08069781910984E+018,2019-01-03 05:30:13,"b""RT @startupindia: Karnataka has been recognized as a 'TOP PERFORMER' in the #StatesStartupRanking2018! \n\nThe State has established an incub\xe2\x80\xa6"""
makeinindia,1.08069780730712E+018,2019-01-03 05:30:10,"b""RT @startupindia: Gujarat has been recognized as 'THE BEST PERFORMER' in #StatesStartupRanking2018 for several initiatives in areas of Star\xe2\x80\xa6"""
makeinindia,1.0806977985997E+018,2019-01-03 05:30:08,"b""RT @startupindia: Gujarat was recognized as 'THE BEST PERFORMER' in #StatesStartupRanking2018.\n\nThe State has enabled a strong Startup ecos\xe2\x80\xa6"""
makeinindia,1.08069777538E+018,2019-01-03 05:30:02,"b'RT @DIPPGOI: DIPP is upgrading FDDI Patna into Centre of Excellence for ""Centre for Leather Finishing Innovation &amp; Product Retailing"". It\'s\xe2\x80\xa6'"
makeinindia,1.08069776684039E+018,2019-01-03 05:30:00,"b'RT @DIPPGOI: A meeting was organised by CFTI, Agra of Technical Trainers and Assistant Trainers for briefing the details and guidelines rel\xe2\x80\xa6'"
makeinindia,1.08069774876303E+018,2019-01-03 05:29:56,"b'RT @DIPPGOI: (1/2): Ad-hoc permission has been given in terms of provision under Section 3 of Cement (Quality Control) Order, 2003 to M/s C\xe2\x80\xa6'"
makeinindia,1.08069774044986E+018,2019-01-03 05:29:54,"b'RT @DIPPGOI: (2/2): Permission has been given as per IS:269:2015 at their grinding unit located at Pedagarlapadu (V), Dachepalli (M), A.P.,\xe2\x80\xa6'"
makeinindia,1.08069772836607E+018,2019-01-03 05:29:51,"b'RT @DIPPGOI: (1/2): M/s Bangur Cement Unit (Unit of Shree Cement Limited), Rajasthan, is setting up a project for manufacture of Cement at\xe2\x80\xa6'"
makeinindia,1.08069771721345E+018,2019-01-03 05:29:48,b'RT @DIPPGOI: (2/2): The firm has been issued Essentiality Certificates under Project Import Scheme in terms of para 98.01 of the \xe2\x80\x9cCustoms T\xe2\x80\xa6'
makeinindia,1.08069770947494E+018,2019-01-03 05:29:46,"b'RT @DIPPGOI: Shri M.Singhi, MD and CEO, Dalimia Cement (Bharat) Ltd. has been elected as new President of Cement Manufacturers Association\xe2\x80\xa6'"
makeinindia,1.08069769908564E+018,2019-01-03 05:29:44,"b'RT @QualityCouncil: QCI along with its Constituent Boards @NABL_QCI, @Director_NABH, @QCI_NABET @NABCB_QCI and @QCI_NBQP and Special Projec\xe2\x80\xa6'"
makeinindia,1.08069769038246E+018,2019-01-03 05:29:42,"b""RT @CIPAM_India: #KnowYourGI : \xe0\xa4\x85\xe0\xa4\xa4\xe0\xa5\x81\xe0\xa4\xb2\xe0\xa5\x8d\xe0\xa4\xaf \xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa4\xa4 \xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\x85\xe0\xa4\xae\xe0\xa5\x82\xe0\xa4\xb2\xe0\xa5\x8d\xe0\xa4\xaf \xe0\xa4\xa8\xe0\xa4\xbf\xe0\xa4\xa7\xe0\xa4\xbf '\xe0\xa4\xae\xe0\xa4\xa6\xe0\xa5\x81\xe0\xa4\xb0\xe0\xa4\x88 \xe0\xa4\xb8\xe0\xa4\x82\xe0\xa4\x97\xe0\xa5\x81\xe0\xa4\xa1\xe0\xa4\xbc\xe0\xa5\x80' \xe0\xa4\xa4\xe0\xa4\xae\xe0\xa4\xbf\xe0\xa4\xb2 \xe0\xa4\xa8\xe0\xa4\xbe\xe0\xa4\xa1\xe0\xa5\x81 \xe0\xa4\x95\xe0\xa4\xbe \xe0\xa4\x8f\xe0\xa4\x95 \xe0\xa4\xad\xe0\xa5\x8c\xe0\xa4\x97\xe0\xa5\x8b\xe0\xa4\xb2\xe0\xa4\xbf\xe0\xa4\x95 \xe0\xa4\x89\xe0\xa4\xaa\xe0\xa4\xa6\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xb6\xe0\xa4\xa8 \xe0\xa4\xb9\xe0\xa5\x88\xe0\xa5\xa4 \xe0\xa4\x86\xe0\xa4\x87\xe0\xa4\xaf\xe0\xa5\x87 \xe0\xa4\xa4\xe0\xa4\xae\xe0\xa4\xbf\xe0\xa4\xb2 \xe0\xa4\xa8\xe0\xa4\xbe\xe0\xa4\xa1\xe0\xa5\x81 \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\x87\xe0\xa4\xb8 \xe0\xa4\x85\xe0\xa4\xa6\xe0\xa5\x8d\xe0\xa4\xad\xe0\xa5\x81\xe0\xa4\xa4\xe2\x80\xa6"""
makeinindia,1.08069767851254E+018,2019-01-03 05:29:39,"b""RT @startupindia: Odisha has been recognized as a 'TOP PERFORMER' in the #StatesStartupRanking2018! \n\nThe State has E-cells in all district\xe2\x80\xa6"""
makeinindia,1.08069767013233E+018,2019-01-03 05:29:37,"b""RT @startupindia: Odisha has been recognized as a 'TOP PERFORMER' in #StatesStartupRanking2018 for enabling a strong Startup ecosystem!\n\nRe\xe2\x80\xa6"""
makeinindia,1.08069765304474E+018,2019-01-03 05:29:33,"b'RT @startupindia: ""The technical university of Uttar Pradesh, APJAKTU (formerly UPTU), will be setting up 150 incubators to extend technica\xe2\x80\xa6'"
makeinindia,1.08069764354885E+018,2019-01-03 05:29:31,"b'RT @startupindia: ""Mumbai-based Startup, @ExseedSpace, becomes the 1st private commercial organisation in India to have a satellite in spac\xe2\x80\xa6'"
makeinindia,1.08052472111921E+018,2019-01-02 18:02:23,"b'RT @PMOIndia: For them, my crime is I am working on @makeinindia for being self sufficient in defence.\n\nMy crime is that I am focussing on\xe2\x80\xa6'"
makeinindia,1.08042179130108E+018,2019-01-02 11:13:22,"b""#NewIndia introduced 'Single Joint Inspection' for grant of building plan approvals instead of multiple inspections\xe2\x80\xa6 https://t.co/FeX9m0UvDP"""
makeinindia,1.08042165053606E+018,2019-01-02 11:12:49,"b""With the introduction of 'Direct Port Delivery\xe2\x80\x99, the container freight station costs have been eliminated, and cust\xe2\x80\xa6 https://t.co/e5JJ1DsX43"""
makeinindia,1.08042132218074E+018,2019-01-02 11:11:31,b'India ranks 1st in Doing Business Report among South Asian countries compared to 6th in 2014. Driven by the vision\xe2\x80\xa6 https://t.co/n1ulG9XjeT'
makeinindia,1.08042124613798E+018,2019-01-02 11:11:12,"b""Driven by the vision of Hon'ble PM Modi, India jumped 77 ranks in the last 4 years #EaseOfDoingBusiness\xe2\x80\xa6 https://t.co/IKoXWrzwdE"""
makeinindia,1.08042081155354E+018,2019-01-02 11:09:29,b'The production of LED (Light Emitting Diode) has increased from USD 334 Mn in 2014-15 to USD 1.44 Bn  in 2017-18\xe2\x80\xa6 https://t.co/idkR8enH5J'
makeinindia,1.08042009876933E+018,2019-01-02 11:06:39,b'The government has introduced National Policy on Electronics with the vision of developing an ecosystem for a globa\xe2\x80\xa6 https://t.co/NNq0tz6jEi'
makeinindia,1.08041993963332E+018,2019-01-02 11:06:01,b'The mining sector witnessed a 337% increase in FDI equity inflows \xe2\x80\x93 from USD 300 Mn during 2010-14 to USD 1.3 billi\xe2\x80\xa6 https://t.co/AOMT5sqK73'
makeinindia,1.08041953718138E+018,2019-01-02 11:04:25,b'The FDI equity inflow in the Electronics sector has increased by 38% to reach USD 586 Mn for the period April 2014-\xe2\x80\xa6 https://t.co/09opD6BnM2'
makeinindia,1.08041889609466E+018,2019-01-02 11:01:52,b'The government has formulated National Policy on Electronics with the vision of increasing exports in the Electroni\xe2\x80\xa6 https://t.co/Kj0tK9supt'
makeinindia,1.08041844113425E+018,2019-01-02 11:00:04,b'100% Foreign Direct Investment (FDI) is allowed under the automatic route in the  Electronic System Design &amp
makeinindia,1.0804180082695E+018,2019-01-02 10:58:21,b'Technology Development Projects have been initiated and 12 patents have been initiated under National Centre of Exc\xe2\x80\xa6 https://t.co/lRjWixtQhN'
makeinindia,1.0804178537052E+018,2019-01-02 10:57:44,"b'Investments in Electronics Manufacturing (Computer hardware and software, and electronics) stood at USD 32.7 Bn in\xe2\x80\xa6 https://t.co/bmryZObM0I'"
makeinindia,1.08032562003331E+018,2019-01-02 04:51:13,b'RT @airnewsalerts: Manufacturing of items of defence aerospace and warships will now be covered by Industries (Development and Regulation)\xe2\x80\xa6'
makeinindia,1.08032559202797E+018,2019-01-02 04:51:07,b'RT @nsitharaman: @drajaykumar_ias @makeinindia @DefenceMinIndia @AeroIndiashow @DefProdnIndia https://t.co/0E6EH97BAF'
makeinindia,1.08032545821291E+018,2019-01-02 04:50:35,"b'RT @startupindia: From Hiring contracts to lease deeds, and pitch decks to service agreements! You\xe2\x80\x99ll find the template your business\xe2\x80\x99 need\xe2\x80\xa6'"
makeinindia,1.08032538735849E+018,2019-01-02 04:50:18,b'RT @iiccdwarka: Ongoing #Metro connectivity works for #IICCDwarka inspected &amp
makeinindia,1.08032531995603E+018,2019-01-02 04:50:02,"b""RT @startupindia: Hon'ble Prime Minister, Shri @narendramodi, launches the 'Innovation &amp; Startup Policy' of Andaman &amp; Nicobar Islands in Po\xe2\x80\xa6"""
makeinindia,1.08032524432853E+018,2019-01-02 04:49:44,"b'RT @startupindia: Happy to share that more than 15,000 Startups have been recognised from across India by @DIPPGOI. Hope to keep the moment\xe2\x80\xa6'"
makeinindia,1.08032522715709E+018,2019-01-02 04:49:40,"b""RT @DIPPGOI: DIPP has approved the proposal for upgradation of 11 CETPs with the total project cost of Rs.506.47 crores involving DIPP's as\xe2\x80\xa6"""
makeinindia,1.08032521405828E+018,2019-01-02 04:49:37,"b'RT @arunjaitley: In the first 100 days, 6.85 lakh patients have been provided hospital treatment. 5.1 lakh claims have availed of the schem\xe2\x80\xa6'"
makeinindia,1.08032519436179E+018,2019-01-02 04:49:32,"b'RT @DIPPGOI: International branding support to leading Indian manufactures in leather, footwear and accessories sector under IFLADP scheme\xe2\x80\xa6'"
makeinindia,1.0803251764437E+018,2019-01-02 04:49:28,"b""RT @DIPPGOI: Under IDLS subscheme of IFLADP, the DIPP has approved 16 applications involving DIPP's assistance of Rs.3.9 crores for moderni\xe2\x80\xa6"""
makeinindia,1.08032515536741E+018,2019-01-02 04:49:23,b'RT @BIRAC_2012: @BIRAC_2012 #BIG invites proposals from #entrepreneurs &amp
makeinindia,1.08032510853378E+018,2019-01-02 04:49:12,b'RT @sureshpprabhu: India today ranks 1st in EODB Report among South Asian countries compared to 6th in 2014. As per the #EODB ranking by Wo\xe2\x80\xa6'
makeinindia,1.08032509101416E+018,2019-01-02 04:49:07,b'RT @DIPPGOI: DIPP issued Press Note 1 (2019 Series) clarifying Defence Products List requiring compulsory licence from DIPP under Industrie\xe2\x80\xa6'
makeinindia,1.08032507229494E+018,2019-01-02 04:49:03,b'RT @DIPPGOI: Items of Defence Aerospace and Warships now do not require licence under Arms Act. Such items shall now be covered by IDRA. Fo\xe2\x80\xa6'
makeinindia,1.08032501192219E+018,2019-01-02 04:48:48,"b'RT @rabhishek1982: Great work. Congrats and keep up the good work, make 2019 a landmark year for IPR administration ! https://t.co/v8ixASfs\xe2\x80\xa6'"
makeinindia,1.07861905884774E+018,2018-12-28 11:49:58,"b'RT @DIPPGOI: .@CimGOI has approved amendment of Gas cylinder Rules, 2016, which will exempt requirement of NOC from District Magistrates(DM\xe2\x80\xa6'"
makeinindia,1.07861905244293E+018,2018-12-28 11:49:56,"b'RT @DIPPGOI: .@CimGOI has approved amendment of Static &amp; Mobile Pressure Vessels (Unfired) Rules, 2016, which will exempt requirement of NO\xe2\x80\xa6'"
makeinindia,1.07861904425149E+018,2018-12-28 11:49:54,"b'RT @DIPPGOI: During the year 2018, Department of Industrial Policy &amp; Promotion received 791 requests seeking information from general publi\xe2\x80\xa6'"
makeinindia,1.07861903825364E+018,2018-12-28 11:49:53,b'RT @DIPPGOI: Out of the Rs. 1500 Cr. authorized by DIPP towards the \xe2\x80\x9cScheme of Budgetary Support in GST Regime\xe2\x80\x9d Rs. 1259 Cr. have been disb\xe2\x80\xa6'
makeinindia,1.07861902922753E+018,2018-12-28 11:49:50,b'RT @DIPPGOI: DIPP has submitted 1550 inspection reports of the industrial units to CBIC for initiating GST Subsidy payment in lieu of excis\xe2\x80\xa6'
makeinindia,1.0786190223572E+018,2018-12-28 11:49:49,b'RT @DIPPGOI: For inspection of 1673 units registered under \xe2\x80\x9cScheme of Budgetary Support in the GST Regime\xe2\x80\x9d for NER States including Sikkim\xe2\x80\xa6'
makeinindia,1.07861901419098E+018,2018-12-28 11:49:47,b'RT @DIPPGOI: The pilot phase #IPRS responses by the states have thrown light on key areas of industrial competitiveness by helping in ident\xe2\x80\xa6'
makeinindia,1.07861900647336E+018,2018-12-28 11:49:45,"b'RT @DIPPGOI: Active participation of states under #IPRS, 202 Industrial Parks  nominated by 22 states on #IPRS Assessment on parameters of\xe2\x80\xa6'"
makeinindia,1.07861899573175E+018,2018-12-28 11:49:43,"b'RT @iiccdwarka: #IICCL celebrated its 1st anniversary on 19.12.2018. During 5th Board Meeting held on that day, the Board approved addl. wo\xe2\x80\xa6'"
makeinindia,1.0786189884085E+018,2018-12-28 11:49:41,b'RT @iiccdwarka: About 3325 workmen hailing from different parts of country have been employed at #IICCDwarka Project site &amp
makeinindia,1.07861897767536E+018,2018-12-28 11:49:38,b'RT @DIPPGOI: Unprecedented settlement of claims under Transport/Freight Subsidy Scheme: Claims worth Rs.942.23 crores settled in the year 2\xe2\x80\xa6'
makeinindia,1.07861897039399E+018,2018-12-28 11:49:36,"b'RT @DIPPGOI: Industrial units in N-E being supported under erstwhile North East Industrial and Investment Promotion Policy (NEIIPP), 2007.\xe2\x80\xa6'"
makeinindia,1.07861896245849E+018,2018-12-28 11:49:35,b'RT @DIPPGOI: Implementation of PPP-MII Order at state level will benefit States by giving a big boost to domestic manufacturing of goods an\xe2\x80\xa6'
makeinindia,1.07861895874642E+018,2018-12-28 11:49:34,b'RT @DIPPGOI: Commerce and Industry Minister has also requested Chief Ministers of all the State Governments to adopt and implement PPP-MII\xe2\x80\xa6'
makeinindia,1.07861894883107E+018,2018-12-28 11:49:31,b'RT @DIPPGOI: DIPP has requested State Governments to implement PPP-MII Order and formulate appropriate guidelines for providing preference\xe2\x80\xa6'
makeinindia,1.0786189446158E+018,2018-12-28 11:49:30,"b'RT @DIPPGOI: As State Governments and their agencies undertake substantive procurement of goods and services, adopting the PPP-MII Order at\xe2\x80\xa6'"
makeinindia,1.0782264758815E+018,2018-12-27 09:49:58,"b'The primary objective of this is to promote innovation and entrepreneurship with the aim to identify, nurture and t\xe2\x80\xa6 https://t.co/9JpRB8VvWU'"
makeinindia,1.07822611528047E+018,2018-12-27 09:48:33,"b'Significant advances in R&amp;D, supported by  @GoI_MeitY have resulted in the Transfer of Technologies to various comp\xe2\x80\xa6 https://t.co/vxumR9DRAn'"
makeinindia,1.07818436416338E+018,2018-12-27 07:02:38,"b'The new Adani CMA Mundra Terminal at Mundra port has added an additional annual capacity of 1,300,000 TEUs. The ter\xe2\x80\xa6 https://t.co/Tu9r7xd0zW'"
makeinindia,1.07818409104716E+018,2018-12-27 07:01:33,"b'With an introduction to Shram Suvidha Portal, EPFO and ESIC common registration processes can be now completed ONLI\xe2\x80\xa6 https://t.co/2RM0KjN3Ri'"
makeinindia,1.0781836825597E+018,2018-12-27 06:59:56,"b""Reforms in 'Resolving Insolvency' such as the time bound re-organisation procedure and facilitated continuation of\xe2\x80\xa6 https://t.co/GdKWcsi4Jh"""
makeinindia,1.07818333480993E+018,2018-12-27 06:58:33,b'Incubated startups have filed twelve patents under the Centre of Excellence on Internet of Things (CoE-IoT)\xe2\x80\xa6 https://t.co/SmDDLMv4UP'
makeinindia,1.07818279590478E+018,2018-12-27 06:56:24,"b'In order to facilitate, support and create IPR awareness among ICT innovators, MeitY has launched the Support for I\xe2\x80\xa6 https://t.co/7DYKFV9rJF'"
makeinindia,1.07818258877329E+018,2018-12-27 06:55:35,b'MeitY has approved two schemes for Skill Development in ESDM Sector (i) Scheme for Financial Assistance to select S\xe2\x80\xa6 https://t.co/7ORhTxrnUt'
makeinindia,1.07818246699168E+018,2018-12-27 06:55:06,b'The government provides 75% of the cost of infrastructure as Grant for Brownfield Electronics Manufacturing Cluster\xe2\x80\xa6 https://t.co/DPykxwd9g0'
makeinindia,1.07817828899912E+018,2018-12-27 06:38:30,b'India meets 65% of its current demand for electronic products by imports which presents a golden opportunity for im\xe2\x80\xa6 https://t.co/GSoEK0IQ5C'
makeinindia,1.07817817944391E+018,2018-12-27 06:38:04,b'Mobile manufacturing shines in India as it houses 105 mobile/ancillary manufacturing units and provides employment\xe2\x80\xa6 https://t.co/GMgffPzhU9'
makeinindia,1.07817781193071E+018,2018-12-27 06:36:36,b'The  Centre of Excellence on Internet of Things (CoE\xe2\x80\x93IoT) has been jointly set up in Public Private Partnership mod\xe2\x80\xa6 https://t.co/jEhLYDkhFY'
makeinindia,1.07817656610499E+018,2018-12-27 06:31:39,b'The automobile &amp
makeinindia,1.07817637962212E+018,2018-12-27 06:30:55,b'43% increase in FDI equity inflows  in Renewable sector\xe2\x80\x93 from USD 2.4 billion received during 2010-14 to USD 3.4 bi\xe2\x80\xa6 https://t.co/IFRnj4Jg0T'
